speed_adv,stat_adv,coverage_adv,weakness_adv,hp_adv,atk_adv,sp_atk_adv,def_adv,type_diversity_adv,role_balance_a,matchup_adv,speed_control_adv,dmg_matchup_adv,winner
-39.5,-142.0,-2.0,0.25,14.0,-42.25,-25.5,-18.0,1.0,0.6,-0.5,-4.0,-0.64,1
9.5,-9.75,3.0,0.0,-27.0,-7.5,15.0,4.0,1.0,0.6,0.75,1.0,0.7833,0
-48.75,-100.5,-2.0,0.25,-18.75,-24.25,-22.5,27.75,-2.0,0.4,0.0,-4.0,-0.3083,1
13.5,56.25,4.0,-1.0,-23.75,-3.75,40.0,-2.25,3.0,0.2,0.0,2.0,0.1683,0
2.25,-105.75,-2.0,0.0,-27.0,-24.25,-10.5,-35.5,1.0,0.4,0.25,1.0,0.03,0
-34.25,-163.75,-6.0,1.0,-38.25,-27.25,-31.0,-14.75,-3.0,0.2,-0.5,-4.0,-0.5817,1
27.0,-4.5,-1.0,0.0,-1.25,19.5,-24.5,-18.0,-3.0,0.4,0.0,2.0,-0.0117,1
4.0,-17.75,-2.0,1.25,-5.5,-14.0,12.5,-22.25,0.0,0.4,0.75,1.0,0.175,0
-5.5,41.0,0.0,1.25,18.5,4.0,12.5,1.5,-1.0,0.4,-0.5,1.0,-0.0867,1
1.75,-0.5,-9.0,0.5,9.0,-5.0,10.0,-25.0,-1.0,0.8,0.0,0.0,0.125,1
-22.75,-60.0,1.0,-1.25,-10.5,-2.5,-12.5,12.0,0.0,0.4,-0.75,-2.0,-0.505,1
20.75,81.75,-7.0,0.75,19.75,7.75,28.5,-20.0,-1.0,0.6,-0.75,4.0,-0.3017,0
18.0,59.5,0.0,1.25,60.25,-4.5,-3.75,-32.75,0.0,0.6,-0.25,1.0,-0.2417,1
23.25,22.75,2.0,1.25,-0.75,-3.5,10.5,-0.5,1.0,0.6,0.5,1.0,0.3317,0
28.75,174.0,3.0,-0.25,40.25,33.75,20.0,12.5,2.0,0.6,0.5,3.0,0.49,0
-11.75,-42.0,0.0,-1.75,-8.75,-12.25,-1.0,20.25,2.0,0.4,0.25,0.0,0.0167,0
-29.5,-59.5,-3.0,-0.25,5.25,-12.0,-20.5,2.75,1.0,0.4,-0.25,-3.0,-0.4733,1
-13.75,27.0,2.0,0.0,13.0,12.75,1.25,10.0,1.0,0.4,0.5,-2.0,0.2283,1
2.5,30.0,2.0,-1.0,-5.0,16.25,20.0,2.5,3.0,0.6,0.0,0.0,0.2283,0
7.5,-96.25,1.0,1.0,-60.25,-29.25,-4.75,-5.75,-1.0,0.4,0.25,0.0,0.1267,0
-11.25,-8.75,-6.0,0.75,-15.0,-19.25,22.5,11.75,-1.0,0.4,0.0,-1.0,-0.2833,1
23.0,33.25,-1.0,-0.5,-15.0,7.0,11.25,0.75,1.0,0.4,0.0,2.0,0.1717,0
-3.75,-57.75,-2.0,-0.25,-6.25,-15.0,-16.0,-10.75,1.0,0.6,1.0,1.0,0.425,0
17.75,37.0,-4.0,1.0,0.25,9.25,0.0,-6.5,-1.0,0.4,0.25,1.0,0.2783,0
-43.75,-75.0,-1.0,-1.0,0.0,-6.25,-16.25,11.25,0.0,0.4,0.25,-2.0,0.075,1
-18.0,-111.25,0.0,1.25,-21.25,-10.75,-38.75,-1.5,-2.0,0.4,-1.75,-2.0,-1.1217,1
-15.5,0.25,2.0,0.25,2.0,-9.25,12.0,4.0,0.0,0.4,-0.25,-2.0,-0.1533,1
-14.0,-29.75,1.0,-1.75,-3.75,-29.25,19.0,-4.25,1.0,0.8,-0.25,-1.0,0.0267,1
-26.25,-106.25,-5.0,1.25,2.5,-6.25,-47.5,-17.5,-2.0,0.4,0.0,-3.0,-0.325,1
-16.25,-135.75,-3.0,1.0,-2.25,-49.75,-26.75,-18.75,-2.0,0.6,-0.25,-4.0,-0.505,1
26.0,125.25,-3.0,-0.25,21.25,23.5,15.75,13.75,0.0,0.8,-0.25,2.0,0.0317,0
22.5,99.25,0.0,-1.0,-28.75,41.25,33.75,10.5,0.0,0.6,1.0,2.0,0.95,0
-12.0,-16.75,-4.0,2.0,12.0,-6.75,-5.5,-9.0,-1.0,0.6,-0.5,0.0,-0.385,1
0.0,3.75,1.0,0.0,0.0,-8.75,11.25,0.0,1.0,0.6,0.0,-1.0,0.0867,1
15.5,48.5,-1.0,-1.25,-1.0,18.0,11.5,-1.0,0.0,0.4,0.25,2.0,0.3217,0
-53.75,-121.75,1.0,-0.5,-12.0,-3.5,-37.75,5.5,-1.0,0.4,-2.25,-4.0,-1.65,1
8.25,-3.5,2.0,-0.75,-1.0,-17.75,15.25,-3.25,1.0,0.4,0.0,1.0,-0.0217,0
-44.5,-68.0,3.0,-0.5,8.0,4.25,-18.25,-13.75,0.0,0.6,-0.25,-4.0,-0.1517,1
19.75,38.75,-1.0,-0.75,-8.0,-1.5,15.0,12.25,-1.0,0.6,-0.25,2.0,-0.05,0
-18.5,-152.0,-3.0,1.5,-14.0,-28.75,-46.25,-14.75,-1.0,0.4,0.0,-2.0,-0.6667,1
-25.0,-81.25,1.0,-0.5,13.75,-31.25,-35.0,20.0,0.0,0.6,1.75,-4.0,0.6333,0
8.75,29.25,1.0,-1.25,-1.5,9.0,1.25,15.5,-1.0,0.8,0.25,1.0,0.3517,0
